source,pays,indicateur,code_indicateur,annee,valeur
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2017,40.0830740439537
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2016,37.3528790761158
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2015,36.8496268759116
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2014,38.508031295158
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2013,29.7727293462114
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2012,23.2228500681187
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2011,19.0840367848217
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2010,23.3546498125897
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2009,23.5397044741207
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2008,22.4658554678733
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2007,23.153521645567
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2006,22.6528512004247
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2005,24.0416919191357
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2004,24.0416919196658
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2003,21.8580428725222
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2002,21.8580428728774
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2001,21.8580428728102
World Bank,Viet Nam,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,2000,20.2615732317695
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2025,24.5280159649268
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2024,24.3330816740279
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2023,24.1127941421439
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2022,24.6563821395791
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2021,24.4593726835115
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2020,23.9472430412931
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2019,23.7867165015145
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2018,23.3671679233065
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2017,22.6271239749306
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2016,21.4882532002034
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2015,20.9600916821922
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2014,20.371229229791
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2013,20.6874536915425
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2012,20.2740924828827
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2011,18.694145538196
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2010,17.1305705708367
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2009,18.3010354592131
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2008,18.5796576460957
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2007,19.3804144953877
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2006,19.3807256267869
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2005,18.8232835631471
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2004,
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2003,
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2002,
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2001,
World Bank,Viet Nam,MVA % of GDP,NV.IND.MANF.ZS,2000,
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2025,8201.20721145268
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2024,7690.50551191712
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2023,7345.58718277959
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2022,7713.71890464656
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2021,6801.09783145362
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2020,7024.79560942237
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2019,6907.46877646391
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2018,7028.77076646221
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2017,6814.84535018833
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2016,6626.6661349335
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2015,6722.90927067314
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2014,6579.77099464027
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2013,6353.81074686767
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2012,6174.59006716674
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2011,5817.27661197833
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2010,5419.31140684107
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2009,6133.81521229069
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2008,6181.11230404204
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2007,6357.13477458042
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2006,6378.27177075901
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2005,6570.03453934553
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2004,6718.99485694953
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2003,6582.43687213631
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2002,6821.97884074469
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2001,6865.62014176785
World Bank,Viet Nam,Industry value added per worker (constant 2015 US$),NV.IND.EMPL.KD,2000,7349.89753705359
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2025,34.8260889132074
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2024,34.3195198506067
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2023,33.467876483268
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2022,30.6825928896503
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2021,33.1255735800284
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2020,31.0698896075906
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2019,29.5891842687317
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2018,26.7047230561435
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2017,25.7768318231697
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2016,24.7622070388361
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2015,22.7436707500954
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2014,21.4461042822337
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2013,21.1832292145355
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2012,21.1899640109416
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2011,21.2757181730152
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2010,21.6785952420111
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2009,21.8479630251233
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2008,21.0771358253329
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2007,20.3881132940118
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2006,19.5708016119931
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2005,18.2306495423517
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2004,16.8415132468136
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2003,15.9419360062358
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2002,14.2644746609775
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2001,13.4973543819823
World Bank,Viet Nam,Employment in industry (% total employment),SL.IND.EMPL.ZS,2000,12.0662187889969
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2025,8.59999999999623
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2024,7.09412486606243
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2023,4.65221981301084
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2022,5.86620018915707
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2021,2.80046173555016
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2020,4.09999999999933
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2019,7.67902671246409
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2018,8.23999999999685
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2017,10.5000000000017
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2016,10.0000000000017
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2015,9.79999999999659
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2014,9.28000000000371
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2013,5.84999999999998
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2012,2.33999999999448
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2011,-4.77369901209397
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2010,10.8942204932367
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2009,8.72540545110677
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2008,3.83877773499076
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2007,24.1571905531432
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2006,9.90233479859688
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2005,9.75089280033869
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2004,10.441263553732
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2003,11.9019954907467
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2002,12.8639151530021
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2001,10.719011955778
World Bank,Viet Nam,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2000,10.1803796654939
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2025,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2024,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2023,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2022,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2021,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2020,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2019,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2018,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2017,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2016,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2015,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2014,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2013,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2012,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2011,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2010,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2009,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2008,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2007,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2006,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2005,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2004,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2003,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2002,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2001,
World Bank,Viet Nam,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,2000,
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2025,
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2024,20170000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2023,18500000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2022,17900000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2021,15660000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2020,15800000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2019,16120000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2018,15500000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2017,14100000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2016,12600000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2015,11800000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2014,9200000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2013,8900000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2012,8368000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2011,7430000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2010,8000000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2009,7600000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2008,9579000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2007,6700000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2006,2400000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2005,1954000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2004,1610000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2003,1450000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2002,1400000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2001,1300000000
World Bank,Viet Nam,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2000,1298000000
